image,method,idx,t_encode,t_decode,t_total
127,baseline,86,0.0005960889993730234,0.2652341900002284,0.26583027899960143
128,baseline,113,0.000533551999978954,0.26446108400068624,0.2649946360006652
129,baseline,118,0.0005112190001455019,0.2653148199997304,0.2658260389998759
130,baseline,0,0.0005614409992631408,0.2653256159992452,0.26588705699850834
131,baseline,8,0.000538088999746833,0.26443617699987954,0.26497426599962637
132,baseline,46,0.0005289970004014322,0.26445484299983946,0.2649838400002409
133,baseline,53,0.0005460889997266349,0.26444489900040935,0.264990988000136
134,baseline,61,0.000536182000359986,0.26679445799982204,0.26733064000018203
135,baseline,63,0.0005467009996209526,0.2645306209997216,0.26507732199934253
136,baseline,68,0.0005590330001723487,0.2656969839999874,0.2662560170001598
137,baseline,77,0.0005434779995994177,0.2653185970002596,0.26586207499985903
138,baseline,78,0.0005449600002975785,0.26526537500012637,0.26581033500042395
139,baseline,91,0.000549460000002,0.26497685899994394,0.26552631899994594
140,baseline,22,0.0005302750005284906,0.26446139800009405,0.26499167300062254
141,baseline,26,0.0005384420001064427,0.2648505999995905,0.26538904199969693
142,baseline,32,0.0005451260003610514,0.26591637099954823,0.2664614969999093
143,baseline,36,0.0005512750003617839,0.26356775499971263,0.2641190300000744
144,baseline,40,0.0005483300001287716,0.26405916000021534,0.2646074900003441
145,baseline,58,0.0005677190001733834,0.2643442690005031,0.2649119880006765
146,baseline,94,0.0005287370004225522,0.26671307000015076,0.2672418070005733
147,baseline,100,0.0005318479998095427,0.26412677000007534,0.2646586179998849
148,baseline,110,0.0005579409998972551,0.2654379659998085,0.26599590699970577
149,baseline,117,0.0005476080004882533,0.26418595499944786,0.2647335629999361
150,baseline,12,0.0005433850001281826,0.26548098500006745,0.26602437000019563
151,baseline,16,0.0005607180000879453,0.26523985599942534,0.2658005739995133
152,baseline,24,0.0005428850008684094,0.26478243299970927,0.2653253180005777
153,baseline,31,0.0005234600002950174,0.26553124299971387,0.2660547030000089
154,baseline,33,0.0005477559998325887,0.26511580200076423,0.2656635580005968
155,baseline,39,0.0005474039999171509,0.26459534199966583,0.265142745999583
156,baseline,42,0.0005543850002140971,0.2646554709999691,0.2652098560001832
157,baseline,85,0.000539403999937349,0.26847966900004394,0.2690190729999813
158,baseline,101,0.000550052999642503,0.26457487900006527,0.26512493199970777
159,baseline,128,0.0005779040002380498,0.26446426900020015,0.2650421730004382
160,baseline,4,0.0005585890003203531,0.2642724540000927,0.26483104300041305
161,baseline,5,0.0005440519998956006,0.26613375800025096,0.26667781000014656
162,baseline,7,0.0005308110003170441,0.2647615070000029,0.26529231800031994
163,baseline,19,0.0005727190000470728,0.26546763199985435,0.2660403509999014
164,baseline,29,0.0005632370002786047,0.2650181529998008,0.2655813900000794
165,baseline,30,0.0005445899996630033,0.26435963899984927,0.26490422899951227
166,baseline,41,0.0005630340001516743,0.26517898499969306,0.26574201899984473
167,baseline,43,0.0005577559995799675,0.26433763900058693,0.2648953950001669
168,baseline,49,0.0005272009993859683,0.2700658999992811,0.27059310099866707
169,baseline,59,0.0005443119998744805,0.26546737299941014,0.2660116849992846
170,baseline,13,0.0005500520001078257,0.2646548780003286,0.26520493000043643
171,baseline,17,0.0005679590003637713,0.2645278039999539,0.2650957630003177
172,baseline,20,0.0005555890002142405,0.2657005199998821,0.26625610900009633
173,baseline,48,0.0005471259992191335,0.26332027399985236,0.2638673999990715
174,baseline,56,0.000550701000065601,0.2636414759999752,0.26419217700004083
175,baseline,57,0.0005394219997469918,0.26497017099973164,0.2655095929994786
176,baseline,60,0.0005504969994944986,0.26667230899965944,0.26722280599915393
177,baseline,69,0.0005701070003851783,0.2649717269996472,0.2655418340000324
178,baseline,83,0.0005139969998708693,0.2645999890000894,0.2651139859999603
179,baseline,87,0.0005168679999769665,0.26697904799948446,0.26749591599946143
180,baseline,1,0.0005738300005759811,0.2645132659999945,0.26508709600057045
181,baseline,2,0.0005420900006356533,0.26589874000001146,0.2664408300006471
182,baseline,15,0.0005517370000234223,0.26631508999980724,0.26686682699983066
183,baseline,18,0.0005587559999185032,0.2660975899998448,0.2666563459997633
184,baseline,51,0.0005421269997896161,0.26430030499977875,0.26484243199956836
185,baseline,54,0.0005348300001060124,0.2645969699997295,0.2651317999998355
186,baseline,55,0.0005024789998060442,0.2637969190000149,0.26429939799982094
187,baseline,72,0.0005141639994690195,0.26561633399978746,0.2661304979992565
188,baseline,73,0.0005369040000005043,0.2654731869997704,0.2660100909997709
189,baseline,79,0.0005344789997252519,0.26526740999997855,0.2658018889997038
190,baseline,11,0.0005470149999382556,0.2649730789999012,0.26552009399983945
191,baseline,14,0.0005850520001331461,0.26446143300017866,0.2650464850003118
192,baseline,23,0.0005731259998356109,0.2650184479998643,0.2655915739996999
193,baseline,28,0.0005894219993933802,0.26571501800026454,0.2663044399996579
194,baseline,34,0.0005338669998309342,0.2655074459999014,0.2660413129997323
195,baseline,38,0.0005646450008498505,0.26363021599991043,0.2641948610007603
196,baseline,45,0.0005602929995802697,0.2665537540005971,0.2671140470001774
197,baseline,47,0.0005564410002989462,0.2666172910003297,0.26717373200062866
198,baseline,50,0.0005505519993675989,0.26573901800020394,0.26628956999957154
199,baseline,76,0.0005784409995612805,0.26699821400052315,0.26757665500008443
