image,method,idx,t_encode,t_decode,t_total
31,semcom,8,0.6643391410034383,0.0004981969977961853,0.6648373380012345
32,semcom,46,0.6651896109979134,0.00048755000170785934,0.6656771609996213
33,semcom,53,0.6639304970012745,0.0005541040009120479,0.6644846010021865
34,semcom,61,0.6615376209956594,0.0004871240089414641,0.6620247450046008
35,semcom,63,0.6687005469866563,0.0004929189890390262,0.6691934659756953
36,semcom,68,0.6411661039892351,0.0004877900064457208,0.6416538939956808
37,semcom,77,0.6832000829890603,0.0005139929999131709,0.6837140759889735
38,semcom,78,0.6529067119990941,0.0005535119998967275,0.6534602239989908
39,semcom,91,0.6634354109992273,0.0004829009994864464,0.6639183119987138
40,semcom,22,0.676727389000007,0.00048662400513421744,0.6772140130051412
41,semcom,26,0.66319137600658,0.0004886230017291382,0.6636799990083091
42,semcom,32,0.6671417699981248,0.00048443800187669694,0.6676262080000015
43,semcom,36,0.6740777189988876,0.0004955299955327064,0.6745732489944203
44,semcom,40,0.6708650369982934,0.0004879199987044558,0.6713529569969978
45,semcom,58,0.6384722320071887,0.00045049400068819523,0.6389227260078769
46,semcom,94,0.6690985409950372,0.00048062299902085215,0.669579163994058
47,semcom,100,0.6689975799963577,0.0005342899967217818,0.6695318699930795
48,semcom,110,0.6603714319935534,0.00048479001270607114,0.6608562220062595
49,semcom,117,0.6655569209979149,0.0005594190006377175,0.6661163399985526
50,semcom,12,0.6613709189987276,0.0004858449974562973,0.6618567639961839
51,semcom,16,0.6675030250044074,0.0004835670115426183,0.66798659201595
52,semcom,24,0.6438137919903966,0.0005240119935479015,0.6443378039839445
53,semcom,31,0.664042142991093,0.00048391999735031277,0.6645260629884433
54,semcom,33,0.6686092150048353,0.00048654900456313044,0.6690957640093984
55,semcom,39,0.6636924259946682,0.0004832720005651936,0.6641756979952333
56,semcom,42,0.6717102490074467,0.0004916420002700761,0.6722018910077168
57,semcom,85,0.6617916350078303,0.0004866980016231537,0.6622783330094535
58,semcom,101,0.6721910940104863,0.000492161008878611,0.6726832550193649
59,semcom,128,0.6635284280055203,0.0004846980009460822,0.6640131260064663
60,semcom,4,0.6788887120055733,0.0005557330005103722,0.6794444450060837
61,semcom,5,0.6429045450058766,0.0004866050003329292,0.6433911500062095
62,semcom,7,0.6632939119881485,0.0004864009970333427,0.6637803129851818
63,semcom,19,0.6637793130066711,0.0005536230019060895,0.6643329360085772
64,semcom,29,0.6649022810015595,0.0005583629972534254,0.6654606439988129
65,semcom,30,0.662522310987697,0.00048543899902142584,0.6630077499867184
66,semcom,41,0.6646196360088652,0.0004780870076501742,0.6650977230165154
67,semcom,43,0.6682936989964219,0.00048379000509157777,0.6687774890015135
68,semcom,49,0.6407737190020271,0.0004789200029335916,0.6412526390049607
69,semcom,59,0.6618968740076525,0.0004865119990427047,0.6623833860066952
70,semcom,13,0.6627230309968581,0.0004990669986000285,0.6632220979954582
71,semcom,17,0.6647244870109716,0.00046667900460306555,0.6651911660155747
72,semcom,20,0.6665003889938816,0.0004897530016023666,0.666990141995484
73,semcom,48,0.664737208004226,0.0004900499916402623,0.6652272579958662
74,semcom,56,0.6719915040011983,0.000482068004203029,0.6724735720054014
75,semcom,57,0.6457297120068688,0.0005474749923450872,0.6462771869992139
76,semcom,60,0.6448228520021075,0.0004904569941572845,0.6453133089962648
77,semcom,69,0.6538768479949795,0.000486197997815907,0.6543630459927954
78,semcom,83,0.6651703139941674,0.00048199400771409273,0.6656523080018815
79,semcom,87,0.6693782780057518,0.0004869010008405894,0.6698651790065924
80,semcom,1,0.6684301420027623,0.0004935489996569231,0.6689236910024192
81,semcom,2,0.6627569739939645,0.00048603100003674626,0.6632430049940012
82,semcom,15,0.6648446879989933,0.00049417901027482,0.6653388670092681
83,semcom,18,0.6697014410019619,0.0004840130131924525,0.6701854540151544
84,semcom,51,0.6418257979967166,0.0004865309892920777,0.6423123289860087
85,semcom,54,0.6679142969951499,0.0004989200097043067,0.6684132170048542
86,semcom,55,0.6615515820012661,0.0004842530033783987,0.6620358350046445
87,semcom,72,0.6630268230073852,0.00048499299737159163,0.6635118160047568
88,semcom,73,0.6650555189989973,0.00048575300024822354,0.6655412719992455
89,semcom,79,0.6648209470004076,0.0004940310027450323,0.6653149780031526
90,semcom,11,0.6649736499966821,0.00048301200149580836,0.6654566619981779
91,semcom,14,0.6393395329941995,0.000555918988538906,0.6398954519827385
92,semcom,23,0.6575887810031418,0.0004992900067009032,0.6580880710098427
93,semcom,28,0.6624038120062323,0.0004915680037811399,0.6628953800100135
94,semcom,34,0.6627573250007117,0.00048204899940174073,0.6632393740001135
95,semcom,38,0.6643001030024607,0.0004867350071435794,0.6647868380096043
96,semcom,45,0.6646665790030966,0.00047953099419828504,0.6651461099972948
97,semcom,47,0.6664040379982907,0.0004855130100622773,0.666889551008353
98,semcom,50,0.6680572759942152,0.0004912349977530539,0.6685485109919682
99,semcom,76,0.6633515220019035,0.0005510299961315468,0.663902551998035
